"name","rank_overall","rank_presence","rank_impact","rank_open","rank_excellence"
"Universidade Federal dos Vales do Jequitinhonha e Mucuri UFVJM","2708","2165","5760","1728","2879"
"University of Hawaii Hilo","2708","4098","2878","7356","2014"
"ITESO Universidad Jesuita de Guadalajara","2708","1383","1883","3432","4121"
"(1) Korea Aerospace University (Hankuk Aviation University) / 한국항공대학","2711","3580","5583","2878","2651"
"Central South University of Forestry & Technology / 中南林业科技大学","2711","4295","3149","7356","1909"
"North China University of Water Resources and Electric Power / 华北水利水电大学","2713","4758","2164","7356","2294"
"Yasouj University","2713","3944","11057","2397","1485"
"Shenyang University of Technology / 沈阳工业大学","2713","5374","2418","7356","2178"
"University of Brunei Darussalam","2713","11","4179","7356","1895"
"University of Houston Victoria","2713","7389","2304","3013","3797"
"Islamic Azad University Tabriz","2718","3868","9692","2850","1679"
"Kashan University of Medical Sciences","2718","1735","7715","2500","2268"
"Iwate Medical University / 岩手医科大学","2720","6149","5579","6268","1700"
"University of Central Missouri","2720","4949","2266","3224","3839"
"Beijing Institute of Petrochemical Technology / 北京石油化工学院","2722","6454","1723","7356","2512"
"Maharshi Dayanand University","2723","5184","7017","2460","2304"
"Academic College of Tel-Aviv-Yaffo","2723","4170","3999","3185","3141"
"National Institute of Development Administration","2725","2188","2138","3150","4031"
"Citadel Military College of South California","2725","4569","2100","2569","4073"
"Beuth Hochschule für Technik Berlin","2727","4320","2998","3632","3471"
"Nanjing Audit University / 南京审计大学","2727","5211","2278","6795","2742"
"Hainan University (South China Tropical Agricultural University) / 海南大学","2727","2308","9150","4792","1477"
"Imam Abdulrahman Bin Faisal University (University of Dammam)","2730","4372","9458","1244","2097"
"Universidade do Vale do Itajaí UNIVALI","2730","2721","4059","2107","3438"
"Ilam University of Medical Sciences","2733","2099","6854","2353","2527"
"Instituto Superior de Psicologia Aplicada","2733","3915","5706","2152","2763"
"Western Oregon University","2735","2413","1343","3990","4274"
"Shanxi Normal University / 山西师范大学","2735","5622","2583","7356","2137"
"(1) Qingdao University of Technology / 青岛理工大学","2735","7155","2764","7356","2025"
"University of Petroleum Technology Abadan","2738","6961","9299","3001","1696"
"Universitas Syiah Kuala","2738","470","2411","7356","2489"
"Anyang Normal University / 安阳师范学院","2738","9183","2885","7356","1950"
"University of Oradea","2741","3712","5318","2250","2879"
"Technological Education Institute of Thessaly (former TEI of Larissa)","2741","3513","3859","2405","3438"
"University of Kelaniya","2743","911","6224","1550","2956"
"Universidade de Santa Cruz do Sul UNISC","2744","2342","2913","2165","3926"
"Technical University in Zvolen / Technická univerzita vo Zvolene","2745","4288","6464","2066","2609"
"Ashland University","2745","5063","1082","3565","4454"
"Brigham Young University Idaho","2747","2128","1446","3833","4274"
"Xihua University / 西华大学","2747","5898","2658","7356","2118"
"(3) University of the Philippines","2749","5790","3693","1032","3797"
"University of Tennessee Martin","2749","2487","212","7356","4454"
"West Texas A&M University","2751","4823","1661","3583","4121"
"Marymount University","2752","4204","1579","4735","3926"
"Kyonggi University / 경기대학교","2752","24417","5190","4098","2089"
"Jazan University","2754","19821","7847","1355","2149"
"Medical University of Lodz / Uniwersytet Medyczny w Łodzi","2754","4320","6323","7356","1040"
"Indian Institute of Management Ahmedabad","2756","1987","4977","2304","3122"
"Cape Breton University","2756","10009","3714","3194","3189"
"University of Peshawar","2758","7239","10013","2372","1673"
"Frostburg State University","2759","6069","1394","4289","4121"
"Northern (Arctic) Federal University (Arkhangelsk State Technical University) / Северный (Арктический) федеральный университет М В Ломоносова","2759","1203","1559","4631","4121"
"Philadelphia College of Osteopathic Medicine","2761","7718","3761","3906","3068"
"Gansu Agricultural University / 甘肃农业大学","2761","4339","1999","7356","2500"
"Okayama University of Science / 岡山理科大学","2763","3492","3953","3152","3282"
"Russian State Medical University / Российский национальный исследовательский медицинский университет Н И Пирогова","2763","4459","5234","5438","2178"
"Ecole nationale vétérinaire d'Alfort ENVA (comUE Université Paris Est)","2765","6566","4641","2577","3042"
"NMIMS University","2766","6204","4116","1950","3412"
"Louisiana State University Health Sciences Center","2767","15487","6124","7356","952"
"Shenandoah University","2767","5665","1566","3917","4121"
"Hainan Normal University / 海南师范大学","2767","5640","1918","7356","2512"
"Liaoning Shihua University / 辽宁石油化工大学","2770","5390","1861","7356","2556"
"State University of New York SUNY Cortland","2770","3318","913","2912","4768"
"Colegio de Postgraduados","2772","5343","6072","1266","2937"
"Bangkok University","2773","3203","1750","5424","3718"
"Bangladesh Agricultural University","2774","10112","7419","1174","2556"
"ranking","","","","",""
"Lucknow University","2774","8237","6375","2466","2500"
"Guangdong Ocean University / 广东海洋大学","2774","4390","2349","7356","2340"
"Chiba Institute of Technology / 千葉工業大学","2777","5057","4405","4272","2774"
"Moscow Aviation Institute National Research University / Московский авиационный институт (национальный исследовательский университет)","2777","2276","3349","5195","3106"
"National Institute of Technology Hamirpur","2779","8450","8251","1881","2194"
"Don State Technical University / Донской государственный технический университет","2780","2347","3730","5999","2696"
"Harvard-MIT Division of Health Sciences and Technology","2781","14958","7705","7356","768"
"Institute for Advanced Studies in Basic Sciences","2781","9255","8648","2051","2059"
"University of Lahore","2781","5390","6950","2233","2489"
"Chengdu University of Traditional Chinese Medicine / 成都中医药大学","2784","5184","2170","7356","2405"
"(1) Sanjay Gandhi Postgraduate Institute of Medical Sciences","2784","18844","8376","1604","2043"
"Shanghai International Studies University / 上海外国语大学","2786","1188","985","6566","4031"
"Diyala University","2786","728","2817","3038","3979"
"Instituto Politécnico de Setúbal","2788","3862","5334","2487","2914"
"Hochschule Osnabrück","2789","4542","2714","4352","3525"
"Saginaw Valley State University","2789","2447","2262","4374","3797"
"University of Mary Washington","2789","3365","1749","3103","4274"
"Foshan University / 佛山科学技术学院","2793","4278","2470","7002","2696"
"Università di Roma LUMSA (Libera Università Maria SS Assunta)","2793","6887","5031","3370","2763"
"Université de La Rochelle (comUE Université confédérale Léonard de Vinci)","2795","8039","4535","7356","1482"
"University of Petroleum & Energy Studies","2796","4961","5754","1963","2879"
"(3) University of the Philippines Manila","2796","7786","5273","5502","2128"
"Universidad Autónoma de Baja California","2798","1403","2811","7356","2324"
"Moscow Technological University / Московский технологический университет","2799","4134","4571","3745","2914"
"Jishou University / 吉首大学","2799","4160","2230","7356","2449"
"Kyoto University of Education / 京都教育大学","2801","5031","5299","7356","1328"
"Emporia State University","2801","6337","1403","4096","4215"
"Sree Chitra Tirunal Institute for Medical Sciences and Technology","2803","3803","7468","1740","2582"
"Silesian University Opava / Slezská univerzita v Opavě SU","2803","1829","4709","3112","3141"
"Universidade Regional de Blumenau FURB","2803","2454","4415","2234","3412"
"Ming Chi University of Technology","2806","4066","9412","1539","2171"
"Universität Liechtenstein","2806","514","5347","4262","2754"
"University of Sri Jayewardenepura","2808","342","5521","1736","3333"
"Indian School of Business Hyderabad","2809","3740","2830","3437","3764"
"Beloit College","2809","5761","869","5228","4389"
"Universitas Dian Nuswantoro","2811","1195","2680","2913","4073"
"Maulana Azad National Institute of Technology Bhopal","2811","10941","7614","2207","2275"
"Dr Bhim Rao Ambedkar National Institute of Technology","2813","11370","7832","1634","2357"
"Seikei University / 成蹊大学","2814","3743","4151","3699","3166"
"Universidad de Caldas","2815","2459","5260","1731","3257"
"University of Illinois Springfield","2815","2922","1025","7356","3358"
"Islamic Azad University Karaj","2815","4194","8860","2614","2069"
"(1) BI Norwegian Business School / Handelshøyskolen BI","2815","1684","3393","951","4215"
"University of Port Harcourt","2819","449","4741","1840","3600"
"Qinghai University / 青海大学","2819","5727","2206","7356","2449"
"Qom University","2821","3531","9215","3177","1909"
"Nirma University of Science & Technology","2822","3261","7431","2057","2582"
"Columbus State University","2822","4449","3269","3094","3653"
"University of Buckingham","2824","6961","3027","3819","3525"
"National Institute of Health Sciences","2824","3855","3226","7356","2089"
"Instituto Politécnico de Viana do Castelo","2826","4134","4254","3372","3220"
"Université Sidi Mohammed Ben Abdellah Fes","2827","2125","9115","1900","2268"
"Indiana University Northwest","2828","7465","3285","3503","3495"
"University of Vaasa / Vaasan yliopisto","2829","5240","3373","7356","2007"
"Universidad Peruana de Ciencias Aplicadas","2829","337","4306","3271","3471"
"University of Prishtina (Albanian language)","2829","3100","5173","2075","3220"
"University of Limpopo","2832","4439","7264","2407","2512"
"Academy of Scientific and Innovative Research","2832","14068","13353","4545","786"
"Urmia University of Medical Sciences","2834","1391","8163","2209","2489"
"Université Hassan II de Casablanca","2834","4134","13374","3127","1097"
"German University in Cairo","2834","7420","6492","1901","2729"
"K L University","2834","7674","8695","1645","2259"
"China University of Political Science & Law / 中国政法大学","2838","1580","1004","7356","3495"
"(4) University of Maryland University College","2839","5173","753","3400","4882"
"Centre for European Policy Studies","2840","5689","1991","1930","4389"
"Virginia Military Institute","2840","5552","1882","3475","4164"
"National Graduate Institute for Policy Studies / 政策研究大学院大学","2840","3550","3365","3663","3566"
"Universitas Tadulako","2843","2437","3591","2723","3718"
